CVE_AGEBC,NOM_MUN,NOM_LOC,NIVEL,area_techos_m2,factor_nse,score_solar,score_eficiencia
1904600011727,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,32765975.40043428,1.0,32765975.40043428,127289.50794334164
1900600011562,APODACA,CIUDAD APODACA,C+,17717951.428535715,0.9,15946156.285682144,123850.03695977486
1904600010875,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,38254157.57031265,0.9,34428741.81328139,123234.64357827084
1903900011559,MONTERREY,MONTERREY,C+,35225117.17166513,0.9,31702605.45449862,122438.25745722419
1903900011671,MONTERREY,MONTERREY,C+,69333405.43432896,0.9,62400064.89089607,121704.73675000125
1904600011356,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,55128045.313124046,0.9,49615240.78181164,120729.62829856158
1902600010177,GUADALUPE,GUADALUPE,A/B,37786096.94137654,1.0,37786096.94137654,120707.233761599
1903900011489,MONTERREY,MONTERREY,C+,40210555.95783457,0.9,36189500.362051114,120062.33532184131
1904600011040,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,43118989.5172615,0.9,38807090.56553535,119847.54666117976
1903900011313,MONTERREY,MONTERREY,C+,63611745.51644201,0.9,57250570.96479781,119752.90523340093
1903900011525,MONTERREY,MONTERREY,C+,30286020.29256335,0.9,27257418.263307016,118832.98361316962
1903900012044,MONTERREY,MONTERREY,C+,20543886.815563582,0.9,18489498.134007223,118271.59135565942
190390001178A,MONTERREY,MONTERREY,C+,26388769.05391262,0.9,23749892.14852136,117274.22072238754
1902600011512,GUADALUPE,GUADALUPE,C+,17610035.19900098,0.9,15849031.679100882,117272.94112141519
1904600011159,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,47353785.18712123,0.9,42618406.66840911,116532.12807439432
1903900011667,MONTERREY,MONTERREY,C+,35744842.76456181,0.9,32170358.48810563,116162.56041047694
1903900010902,MONTERREY,MONTERREY,C+,60158481.42797643,0.9,54142633.28517879,115838.46215123734
1903900010813,MONTERREY,MONTERREY,C+,63169360.80898932,0.9,56852424.72809039,115607.88365349526
1904600011746,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,33188228.269880228,0.9,29869405.442892205,115607.10088938216
1903900011474,MONTERREY,MONTERREY,C+,53063675.43942144,0.9,47757307.89547929,115070.43712013957
1904600011568,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,54989848.441610284,0.9,49490863.59744926,114453.4324861057
1904600011055,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,58156717.33413192,0.9,52341045.60071873,114368.60960543837
1904600011498,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,34825224.82494579,1.0,34825224.82494579,113819.97189458864
1903900013748,MONTERREY,MONTERREY,A/B,37749388.10958566,1.0,37749388.10958566,113497.77782421985
190460001088A,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,45140627.584764995,0.9,40626564.8262885,113390.36650288201
1904600010540,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,53199091.05975586,0.9,47879181.95378028,113037.80389844305
190460001070A,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,105695888.56840575,1.0,105695888.56840575,112920.86550689237
190390001153A,MONTERREY,MONTERREY,C+,34571523.14452056,0.9,31114370.830068503,112748.58070408061
1902600011531,GUADALUPE,GUADALUPE,C+,39875700.683395,0.9,35888130.6150555,112716.26761203237
1904600010324,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,30996049.77410192,0.9,27896444.79669173,112410.02798825144
1900600012804,APODACA,CIUDAD APODACA,C+,8159380.5293723,0.9,7343442.47643507,112198.83687916749
1902100011802,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,A/B,21972418.464352623,1.0,21972418.464352623,112081.36287895287
1903900012167,MONTERREY,MONTERREY,C+,52036564.90455628,0.9,46832908.414100654,111546.42990705342
1900600012433,APODACA,CIUDAD APODACA,C+,23631904.47431866,0.9,21268714.026886795,111505.32397835031
1902600012296,GUADALUPE,GUADALUPE,C+,47899223.5392653,0.9,43109301.185338765,111380.6863524089
1902600012737,GUADALUPE,GUADALUPE,A/B,1212220.298788028,1.0,1212220.298788028,111285.79278647341
1902600010336,GUADALUPE,GUADALUPE,C+,43725357.53100327,0.9,39352821.77790294,111149.00206991476
1900600011295,APODACA,CIUDAD APODACA,C+,18860474.677902438,0.9,16974427.210112195,110944.29261954385
1903900012063,MONTERREY,MONTERREY,A/B,32000615.597420655,1.0,32000615.597420655,110633.45360508142
1902600010459,GUADALUPE,GUADALUPE,C+,38669650.710071065,0.9,34802685.63906396,110421.09442036222
1902600012807,GUADALUPE,GUADALUPE,A/B,398492.51168868307,1.0,398492.51168868307,110415.83876603913
1904600011303,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,40410308.73293343,0.9,36369277.85964009,110313.58706696323
1903900012152,MONTERREY,MONTERREY,A/B,28348243.394725602,1.0,28348243.394725602,110155.92077502818
1904600011163,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,42366265.06728778,0.9,38129638.560559005,109810.87912107534
1904600011549,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,38753051.407687254,0.9,34877746.26691853,109461.85625237033
1904600010786,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,77199336.33595806,0.9,69479402.70236225,109259.13416368076
1902600012436,GUADALUPE,GUADALUPE,C+,30263751.864246655,0.9,27237376.67782199,109112.17697675871
1904600011290,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,42129158.799528666,0.9,37916242.9195758,108674.88717772994
1900600011581,APODACA,CIUDAD APODACA,C+,21337169.64366249,0.9,19203452.67929624,108496.65608915569
1904600010856,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,42993354.32325972,0.9,38694018.890933745,108379.76853194438
1902600012756,GUADALUPE,GUADALUPE,A/B,24232636.310173824,1.0,24232636.310173824,108011.75519905238
1904600010127,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,51204639.26205835,0.9,46084175.33585251,107720.74052479699
1903900011811,MONTERREY,MONTERREY,C+,53070361.49358104,0.9,47763325.34422294,107718.20002146669
1903900015373,MONTERREY,MONTERREY,A/B,6702483.802330403,1.0,6702483.802330403,107568.03503408749
1903900012260,MONTERREY,MONTERREY,C+,42266968.87452079,0.9,38040271.98706871,107529.57855879833
1903900010974,MONTERREY,MONTERREY,A/B,56905817.3831809,1.0,56905817.3831809,107345.65607744739
1904600011638,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,41611606.63470591,0.9,37450445.97123532,107072.9845628894
1904600011587,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,21781930.3868909,0.9,19603737.34820181,106912.4856674075
190390001064A,MONTERREY,MONTERREY,C+,36244915.41038329,0.9,32620423.869344965,106724.95555284631
1904600010979,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,35421444.034715265,0.9,31879299.63124374,106151.85511566371
1900600010259,APODACA,CIUDAD APODACA,A/B,113052353.19440235,1.0,113052353.19440235,106018.82578095612
1904600011623,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,43021001.065115266,0.9,38718900.95860374,105947.89662149684
1904600010945,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,50396179.27520596,0.9,45356561.34768537,105941.38890318417
190390001089A,MONTERREY,MONTERREY,C+,45216310.77083057,0.9,40694679.69374751,105911.07489588484
1902600010162,GUADALUPE,GUADALUPE,C+,39445177.73593896,0.9,35500659.96234506,105041.29533271359
1903900014568,MONTERREY,MONTERREY,A/B,5609765.209844023,1.0,5609765.209844023,105008.097790323
1904600011021,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,46402891.985899135,0.9,41762602.78730922,104593.1705941462
1902600011902,GUADALUPE,GUADALUPE,C+,26243701.939419437,0.9,23619331.745477494,104376.76954188736
1902100011446,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,A/B,9228412.439629344,1.0,9228412.439629344,104199.59131170031
1902600011438,GUADALUPE,GUADALUPE,C+,39323870.97920304,0.9,35391483.88128273,104179.48360979203
1903900010743,MONTERREY,MONTERREY,C+,42513358.258799024,0.9,38262022.43291912,103678.16571877169
1904600011750,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,29818456.97344076,0.9,26836611.276096683,103651.3418076687
1903900010739,MONTERREY,MONTERREY,C+,30643162.4142016,0.9,27578846.172781438,103349.08152629565
1904600010184,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,84077444.1779904,0.9,75669699.76019137,103314.99477254375
1903900011173,MONTERREY,MONTERREY,A/B,45266318.03541272,1.0,45266318.03541272,103200.97316763551
1902600011993,GUADALUPE,GUADALUPE,C+,38010475.761685826,0.9,34209428.185517244,103159.47857107471
1903900010599,MONTERREY,MONTERREY,A/B,50555521.02323549,1.0,50555521.02323549,102816.98803382322
1901802121756,GARCÍA,MITRAS PONIENTE,A/B,20633494.676407836,1.0,20633494.676407836,102580.70361784477
1904600011074,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,58431969.10647653,0.9,52588772.19582888,102335.52592822725
1903900010832,MONTERREY,MONTERREY,C+,26956033.781205807,0.9,24260430.403085228,102125.71388576877
1903900010461,MONTERREY,MONTERREY,C+,39198935.70271659,0.9,35279042.13244493,102048.73272676444
190210001179A,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,A/B,7214694.491378268,1.0,7214694.491378268,101856.61654053944
1903900014604,MONTERREY,MONTERREY,A/B,26577046.86553646,1.0,26577046.86553646,101848.8899788255
1903900010654,MONTERREY,MONTERREY,C+,48731701.7482227,0.9,43858531.57340043,101707.60578407034
1903900010457,MONTERREY,MONTERREY,C+,38987100.14103729,0.9,35088390.12693357,101462.85765407687
1902600012008,GUADALUPE,GUADALUPE,A/B,17704026.75375704,1.0,17704026.75375704,101405.51610303264
1903900012006,MONTERREY,MONTERREY,A/B,46024899.689856835,1.0,46024899.689856835,101175.223735247
1900600011280,APODACA,CIUDAD APODACA,C+,23674691.53716372,0.9,21307222.38344735,101173.58945100901
1902100011408,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,A/B,78314286.51899716,1.0,78314286.51899716,101154.03293599383
1903900014784,MONTERREY,MONTERREY,A/B,28981705.583863445,1.0,28981705.583863445,100984.46354411091
1902600010567,GUADALUPE,GUADALUPE,C+,34077565.56751722,0.9,30669809.0107655,100825.0521280824
190460001031A,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,34733259.34720779,1.0,34733259.34720779,100331.14939210113
1900600010920,APODACA,CIUDAD APODACA,C+,47620822.1381017,0.9,42858739.92429153,100315.1646375283
1903900012294,MONTERREY,MONTERREY,A/B,69142991.03239517,1.0,69142991.03239517,100276.35332645706
1902600010088,GUADALUPE,GUADALUPE,C+,39641394.085697204,0.9,35677254.67712749,100225.744254864
1904600011322,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,40841605.273432724,0.9,36757444.74608945,100070.13663356281
1903900014106,MONTERREY,MONTERREY,C+,39768760.65460533,0.9,35791884.589144796,99767.7371821616
1900603792024,APODACA,PRADOS DE SANTA ROSA,C+,10392983.090728968,0.9,9353684.781656072,99739.89215336686
1903900013837,MONTERREY,MONTERREY,A/B,52701044.49095244,1.0,52701044.49095244,99683.87269608391
1903900010635,MONTERREY,MONTERREY,C+,45983457.20539649,0.9,41385111.484856844,99603.14898252461
1902600010196,GUADALUPE,GUADALUPE,C+,38134932.147240736,0.9,34321438.932516664,99503.25712480921
1902600012559,GUADALUPE,GUADALUPE,C+,36586714.603330225,0.9,32928043.1429972,99374.67199994784
1902600012027,GUADALUPE,GUADALUPE,C+,59891481.314759925,0.9,53902333.18328393,99359.91302114945
1900600011261,APODACA,CIUDAD APODACA,C+,22806996.425856017,0.9,20526296.783270415,99342.9941163197
1904600010485,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,50528353.172311485,1.0,50528353.172311485,99312.45528436473
1903900012256,MONTERREY,MONTERREY,A/B,47712050.8605604,1.0,47712050.8605604,99278.9354690798
1904600011430,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,44561445.840829216,0.9,40105301.25674629,99221.80864756266
1903900014731,MONTERREY,MONTERREY,C+,26207435.16079614,0.9,23586691.644716527,99073.86575245038
1900600011825,APODACA,CIUDAD APODACA,C+,17354620.562551387,0.9,15619158.50629625,98947.1698973489
1900600012217,APODACA,CIUDAD APODACA,C+,9010369.714721989,0.9,8109332.74324979,98878.16526808195
1902600010073,GUADALUPE,GUADALUPE,C+,53045459.165140875,0.9,47740913.24862679,98786.28827787028
190460001024A,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,53666212.32571087,1.0,53666212.32571087,98440.59689765572
1902600012417,GUADALUPE,GUADALUPE,C+,22539517.421707965,0.9,20285565.67953717,98409.46495142348
190460001017A,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,56662246.08784597,0.9,50996021.47906138,98279.94666133921
1903900013466,MONTERREY,MONTERREY,C+,21754246.80727139,0.9,19578822.126544252,98184.71181107122
1904600011572,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,32522882.996030897,0.9,29270594.696427807,98166.93832373523
1903900015301,MONTERREY,MONTERREY,A/B,2010826.1837798432,1.0,2010826.1837798432,97972.14942892674
1900600010583,APODACA,CIUDAD APODACA,A/B,62213531.34739596,1.0,62213531.34739596,97929.39609156061
1904600011106,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,33869395.36335242,0.9,30482455.827017177,97772.29200988123
1903900015138,MONTERREY,MONTERREY,A/B,29210265.490382735,1.0,29210265.490382735,97706.47341038636
1903900010372,MONTERREY,MONTERREY,C+,33423069.01515551,0.9,30080762.11363996,97690.7659335139
1902100010490,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,A/B,78640890.13430864,1.0,78640890.13430864,97656.02307022322
190390001114A,MONTERREY,MONTERREY,A/B,40988772.1404719,1.0,40988772.1404719,97586.03010327439
1904800010282,SANTA CATARINA,CIUDAD SANTA CATARINA,A/B,147778834.39304063,1.0,147778834.39304063,97580.72338887115
1900600011030,APODACA,CIUDAD APODACA,C+,132798057.75925972,0.9,119518251.98333375,97289.63397907383
1904600010131,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,67675908.66361701,0.9,60908317.797255315,97220.36949349943
1903900011807,MONTERREY,MONTERREY,C+,42012033.12900274,0.9,37810829.81610247,97197.36896287922
1902600012652,GUADALUPE,GUADALUPE,C+,20618741.151939955,0.9,18556867.036745958,96970.99340545372
190390001228A,MONTERREY,MONTERREY,A/B,49879603.31112827,1.0,49879603.31112827,96964.77686389646
1903900015354,MONTERREY,MONTERREY,A/B,12278984.511314256,1.0,12278984.511314256,96928.90796970495
1903900010601,MONTERREY,MONTERREY,C+,55371524.51404906,0.9,49834372.062644154,96841.83780634723
1904600011515,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,21439578.627484497,0.9,19295620.76473605,96581.9427770741
1903900010866,MONTERREY,MONTERREY,A/B,39033976.19568244,1.0,39033976.19568244,96473.78503599057
1903900012345,MONTERREY,MONTERREY,A/B,39917253.68114723,1.0,39917253.68114723,96376.28449641199
1903900012203,MONTERREY,MONTERREY,A/B,60825447.56344021,1.0,60825447.56344021,96319.4184759962
1902600011885,GUADALUPE,GUADALUPE,C+,30123473.65906889,0.9,27111126.293162003,96255.88698134672
1902600010158,GUADALUPE,GUADALUPE,C+,50823368.40502319,0.9,45741031.56452087,96217.74986594346
1904600011657,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,42850865.852244064,1.0,42850865.852244064,96157.27421559824
1903900011737,MONTERREY,MONTERREY,A/B,30400401.549673896,1.0,30400401.549673896,95730.28122601804
190260001011A,GUADALUPE,GUADALUPE,C+,93475476.10179545,0.9,84127928.4916159,95673.07482299198
190390001192A,MONTERREY,MONTERREY,C+,29436320.428952426,0.9,26492688.386057183,95538.830320495
1903900010885,MONTERREY,MONTERREY,C+,42725101.72606841,0.9,38452591.55346157,95477.89781192772
1902600012012,GUADALUPE,GUADALUPE,A/B,43656931.38443874,1.0,43656931.38443874,95395.4370508997
1904600010201,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,76156809.19687365,0.9,68541128.27718629,95369.73522873799
1903900011614,MONTERREY,MONTERREY,C+,36439326.70970726,0.9,32795394.038736533,95365.09406029872
1903900011120,MONTERREY,MONTERREY,C+,47403405.65518174,0.9,42663065.08966357,95301.30597732447
1902600011866,GUADALUPE,GUADALUPE,C+,35456182.046134025,0.9,31910563.841520622,95146.84501100943
190190001005A,SAN PEDRO GARZA GARCÍA,SAN PEDRO GARZA GARCÍA,A/B,51415959.09504214,1.0,51415959.09504214,95103.2774891464
1903900015246,MONTERREY,MONTERREY,A/B,9824613.230516842,1.0,9824613.230516842,95102.32366083463
1903900012218,MONTERREY,MONTERREY,A/B,46921751.89134264,1.0,46921751.89134264,95073.0013206429
1904600010682,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,67458013.28976552,1.0,67458013.28976552,95070.68893699096
1900600012043,APODACA,CIUDAD APODACA,C+,26254274.37767732,0.9,23628846.93990959,94973.96889719916
1900603882397,APODACA,EX-HACIENDA SANTA ROSA,C+,26319403.544366997,0.9,23687463.189930297,94901.89539013847
1903900010758,MONTERREY,MONTERREY,C+,22427825.321366843,0.9,20185042.78923016,94870.10201008043
1902600010321,GUADALUPE,GUADALUPE,C+,65240803.53337316,0.9,58716723.180035844,94451.44662861769
1903900013767,MONTERREY,MONTERREY,A/B,39893014.43245843,1.0,39893014.43245843,94398.75554128738
1900600012081,APODACA,CIUDAD APODACA,C+,5611846.543508031,0.9,5050661.889157228,94302.40744703029
1901802121031,GARCÍA,MITRAS PONIENTE,A/B,15278996.751957549,1.0,15278996.751957549,94267.79691278742
1900600012293,APODACA,CIUDAD APODACA,C+,2541639.9436299084,0.9,2287475.9492669175,94217.59637564752
1904600010216,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,47422671.80573531,1.0,47422671.80573531,93686.8247526829
1902600010092,GUADALUPE,GUADALUPE,C+,85751131.14596486,0.9,77176018.03136837,93631.85782669572
1903900014680,MONTERREY,MONTERREY,C+,32901262.088594828,0.9,29611135.879735347,93343.20154303251
1903900015299,MONTERREY,MONTERREY,A/B,15058080.681460943,1.0,15058080.681460943,93328.08178633668
1903900010692,MONTERREY,MONTERREY,A/B,51209796.54901341,1.0,51209796.54901341,92872.77440789193
1903900015157,MONTERREY,MONTERREY,A/B,49166203.17418692,1.0,49166203.17418692,92838.37133877915
1900603882683,APODACA,EX-HACIENDA SANTA ROSA,C+,39382535.1183169,0.9,35444281.60648522,92784.85295715736
1903900012097,MONTERREY,MONTERREY,C+,47536187.37539268,0.9,42782568.637853414,92557.79548576212
1903900011652,MONTERREY,MONTERREY,A/B,40962893.61128666,1.0,40962893.61128666,92549.26343998125
1900600012448,APODACA,CIUDAD APODACA,C+,10699620.637971547,0.9,9629658.574174393,92203.84765992455
190390001527A,MONTERREY,MONTERREY,A/B,5697402.2503161635,1.0,5697402.2503161635,92185.5562416761
1903900014676,MONTERREY,MONTERREY,C+,45081042.50155201,0.9,40572938.251396805,92178.50777215086
1900600012113,APODACA,CIUDAD APODACA,C+,14919644.364481412,0.9,13427679.928033272,92111.23156646281
1901802121065,GARCÍA,MITRAS PONIENTE,A/B,16197325.369834801,1.0,16197325.369834801,91975.75023881251
1902600012633,GUADALUPE,GUADALUPE,C+,50943385.84002034,0.9,45849047.25601831,91707.9395469042
1903900011756,MONTERREY,MONTERREY,A/B,26812790.13602888,1.0,26812790.13602888,91662.16545875651
1902600011423,GUADALUPE,GUADALUPE,C+,32658666.994004965,0.9,29392800.29460447,91605.74228670819
1901802120828,GARCÍA,MITRAS PONIENTE,C+,26447764.73290217,0.9,23802988.259611953,91559.798496618
190390001267A,MONTERREY,MONTERREY,A/B,45511675.962299936,1.0,45511675.962299936,91303.62598716102
1903900011703,MONTERREY,MONTERREY,C+,39075658.125608556,0.9,35168092.3130477,91270.91292119308
1900600011647,APODACA,CIUDAD APODACA,C+,20187426.19255868,0.9,18168683.573302813,91193.11523734448
1901900010613,SAN PEDRO GARZA GARCÍA,SAN PEDRO GARZA GARCÍA,A/B,2275689.7066863957,1.0,2275689.7066863957,91068.31992138912
1901802120103,GARCÍA,MITRAS PONIENTE,C+,8520353.778462885,0.9,7668318.400616596,90953.47936933085
1903900014799,MONTERREY,MONTERREY,A/B,21644322.919600576,1.0,21644322.919600576,90945.77387368555
190190001012A,SAN PEDRO GARZA GARCÍA,SAN PEDRO GARZA GARCÍA,A/B,25371475.783144068,1.0,25371475.783144068,90653.09813543531
1902600012421,GUADALUPE,GUADALUPE,C+,18773371.785007786,0.9,16896034.606507007,90613.36703551494
1902100011728,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,A/B,37254785.871712945,1.0,37254785.871712945,90011.09417389022
1904600010593,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,61607200.17141815,1.0,61607200.17141815,89829.78954936292
1902600011870,GUADALUPE,GUADALUPE,C+,39132885.5919278,0.9,35219597.03273502,89797.33418923768
1904800011401,SANTA CATARINA,CIUDAD SANTA CATARINA,C+,8142011.52366292,0.9,7327810.371296628,89621.8025852726
1902600010548,GUADALUPE,GUADALUPE,A/B,49172226.14859516,1.0,49172226.14859516,89538.5642238529
1903900010828,MONTERREY,MONTERREY,C+,31011392.70279324,0.9,27910253.43251392,89518.79434907249
1902100010715,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,C+,40013676.52832497,0.9,36012308.875492476,89446.33678546763
1900600012467,APODACA,CIUDAD APODACA,C+,15133671.77311661,0.9,13620304.595804948,89343.43360373845
1903900012025,MONTERREY,MONTERREY,C+,62180653.64305741,0.9,55962588.27875167,89304.21160652493
1903900014271,MONTERREY,MONTERREY,A/B,14123488.190793253,1.0,14123488.190793253,89122.200238482
1904600010907,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,37775137.70659702,0.9,33997623.93593732,89047.84063979404
1903900014661,MONTERREY,MONTERREY,C+,36316712.212350585,0.9,32685040.991115525,88839.48710265706
1903900011417,MONTERREY,MONTERREY,A/B,54924590.342746735,1.0,54924590.342746735,88708.19124370061
1903900011440,MONTERREY,MONTERREY,C+,40612050.74728639,0.9,36550845.67255775,88631.15058469768
190390001235A,MONTERREY,MONTERREY,A/B,37209530.67868225,1.0,37209530.67868225,88529.1098399707
1903900011154,MONTERREY,MONTERREY,C+,39573207.38459845,0.9,35615886.64613861,88348.7239759142
1902100011747,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,C+,10383718.393091833,0.9,9345346.55378265,88326.5141903872
1901802120870,GARCÍA,MITRAS PONIENTE,A/B,9504419.386135234,1.0,9504419.386135234,88228.24012662428
190260001285A,GUADALUPE,GUADALUPE,C+,16468672.33919915,0.9,14821805.105279235,88117.23134379035
1903900012114,MONTERREY,MONTERREY,C+,39202619.479113065,0.9,35282357.53120176,88103.58659625014
1903900010620,MONTERREY,MONTERREY,A/B,40037510.56161016,1.0,40037510.56161016,87978.18005688213
1901802121277,GARCÍA,MITRAS PONIENTE,A/B,3673738.105794605,1.0,3673738.105794605,87915.93462933117
1900600011543,APODACA,CIUDAD APODACA,C+,31835748.184796415,0.9,28652173.366316773,87895.1462063811
1903900013536,MONTERREY,MONTERREY,A/B,34545663.0342173,1.0,34545663.0342173,87692.83416700397
1903900010141,MONTERREY,MONTERREY,C+,40069577.83514147,0.9,36062620.05162732,87660.21970463013
1903900015212,MONTERREY,MONTERREY,A/B,34750112.62422166,1.0,34750112.62422166,87588.4596299719
1903900014939,MONTERREY,MONTERREY,A/B,28316544.498833936,1.0,28316544.498833936,87571.80665941551
1903900015369,MONTERREY,MONTERREY,A/B,7888696.639759317,1.0,7888696.639759317,87367.44993998035
1902100011342,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,C+,42205855.02410328,0.9,37985269.52169295,87255.39982684652
1901900010168,SAN PEDRO GARZA GARCÍA,SAN PEDRO GARZA GARCÍA,A/B,56227947.26958355,1.0,56227947.26958355,87253.32602077618
1903900015443,MONTERREY,MONTERREY,C+,7078671.047938429,0.9,6370803.943144586,87147.31323493687
1903900012843,MONTERREY,MONTERREY,A/B,42773027.65698655,1.0,42773027.65698655,87057.06844505182
1904800010403,SANTA CATARINA,CIUDAD SANTA CATARINA,C+,25211470.955363177,0.9,22690323.85982686,86949.82399466998
1904600011712,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,42032404.41247525,1.0,42032404.41247525,86949.25579714842
1904600011642,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,48363121.500873394,0.9,43526809.35078605,86801.16665759026
1902600012578,GUADALUPE,GUADALUPE,C+,16614457.790089648,0.9,14953012.011080684,86715.76454709946
1903900015227,MONTERREY,MONTERREY,A/B,4366638.02708957,1.0,4366638.02708957,86654.3568224109
1903900015509,MONTERREY,MONTERREY,A/B,4103119.082567731,1.0,4103119.082567731,86416.25411071611
190460001106A,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,145769665.9086392,1.0,145769665.9086392,86211.3114060773
1903900012078,MONTERREY,MONTERREY,C+,32527266.689942703,0.9,29274540.020948432,86090.29123031729
1900600012734,APODACA,CIUDAD APODACA,C+,7109872.6340165725,0.9,6398885.370614915,85927.34093291
1902100011554,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,A/B,1392246.4512837613,1.0,1392246.4512837613,85835.20530632771
1903900012186,MONTERREY,MONTERREY,C+,36509318.461240284,0.9,32858386.615116257,85704.38592400738
190390001491A,MONTERREY,MONTERREY,A/B,10992665.050311133,1.0,10992665.050311133,85636.53064404339
1900600012128,APODACA,CIUDAD APODACA,C+,12139406.223651819,0.9,10925465.601286637,85618.93220885459
1903900010705,MONTERREY,MONTERREY,C+,39176888.30098369,0.9,35259199.47088532,85354.78267800929
1902600011194,GUADALUPE,GUADALUPE,C+,44943306.10208781,0.9,40448975.49187903,85344.74964786005
1904600010447,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,A/B,50421634.17010561,1.0,50421634.17010561,85204.71338545297
1904600011534,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,C+,39377506.763535716,0.9,35439756.08718214,84857.82004709938
1902100010429,GENERAL ESCOBEDO,CIUDAD GENERAL ESCOBEDO,C+,57929280.97941355,0.9,52136352.88147219,84723.71942691895
